Índice;Título;Link;Data;Conteúdo;Fonte;Palavras-chave;Tema;Sentimento;Relevância;cluster
142;Brasil avança em <b>energia</b> limpa, com seis empresas acelerando descarbonização;https://www.google.com/url?rct=j&sa=t&url=https://istoedinheiro.com.br/brasil-avanca-em-energia-limpa-com-seis-empresas-acelerando-descarbonizacao/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0IGMv07tZbOSQn0ts-lauj;2024-06-01;"... <b>energia</b> solar <b>fotovoltaica</b>, que respondeu por três quartos das adições em todo o mundo. Em 2023, o setor elétrico brasileiro registrou o menor&nbsp;...";FOTOVOLTAICA & SHELL;acelerando descarbonização, descarbonização, energia limpa, brasil avança;energia;Neutro;1,6;energia - 2024-06-01
143;Nova central <b>fotovoltaica</b> em Abrantes custa 19 milhões de euros e terá 35 mil painéis;https://www.google.com/url?rct=j&sa=t&url=https://tomartv.pt/2024/06/nova-central-fotovoltaica-em-abrantes-custa-19-milhoes-de-euros-e-tera-35-mil-paineis/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw3X-T0j2CQZ29IQhHNeAJxw;2024-06-01;power solar panel on blue sky background,alternative clean green energy concept ... <b>energia fotovoltaica</b> em Portugal. Fonte: Lusa. - Publicidade -. 0 5.;ENERGIA & FOTOVOLTAICA;fotovoltaica em, central fotovoltaica, fotovoltaica, abrantes custa;energia;Neutro;1,6;energia - 2024-06-01
144;Esta inovadora torre de <b>energia</b> eólica e solar gera 234.154 kWh por ano - Engenharia é;https://www.google.com/url?rct=j&sa=t&url=https://engenhariae.com.br/energia/esta-inovadora-torre-de-energia-eolica-e-solar-gera-234-154-kwh-por-ano&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0R7e-dlKR1VfXyKi8Sghbe;2024-06-01;A combinação de <b>energia</b> solar e eólica surge como uma solução eficaz para reduzir as emissões provenientes dos combustíveis fósseis.;ENERGIA & FOTOVOLTAICA;eólica solar, energia eólica, kwh por, solar gera;energia;Neutro;1,6;energia - 2024-06-01
145;Corrida de carros a <b>energia</b> solar em Rio Maior - O Mirante;https://www.google.com/url?rct=j&sa=t&url=https://omirante.pt/cultura-e-lazer/2024-06-01-corrida-de-carros-a-energia-solar-em-rio-maior-4c9587f3&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0JIkRHyRkZW-qpulU3esTA;2024-06-01;A Escola Profissional de Rio Maior promove este domingo, 2 de Junho, na cidade, a nona grande corrida de carros movidos a <b>energia</b> solar.;ENERGIA & FOTOVOLTAICA;rio maior, carros energia, corrida carros, em rio;energia;Neutro;1,6;energia - 2024-06-01
146;As suas próximas roupas podem ser feitas de fibras inteligentes alimentadas a <b>energia</b> solar;https://www.google.com/url?rct=j&sa=t&url=https://zap.aeiou.pt/roupas-podem-ser-feitas-de-fibras-inteligentes-alimentadas-a-energia-solar-604140&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1rLghlYZILclxUx9Of-rc0;2024-06-01;"Investigadores da Universidade Johns Hopkins, nos EUA, criaram uma nova técnica de desenvolvimento de fibras alimentadas por baterias ou <b>energia</b>&nbsp;...";ENERGIA & FOTOVOLTAICA;energia solar, feitas fibras, solar, fibras inteligentes;energia;Neutro;1,6;energia - 2024-06-01
147;Nova central <b>fotovoltaica</b> em Abrantes custa 19 milhões de euros e terá 35 mil painéis;https://www.google.com/url?rct=j&sa=t&url=https://tomartv.pt/2024/06/nova-central-fotovoltaica-em-abrantes-custa-19-milhoes-de-euros-e-tera-35-mil-paineis/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw3X-T0j2CQZ29IQhHNeAJxw;2024-06-01;power solar panel on blue sky background,alternative clean green energy concept ... <b>energia fotovoltaica</b> em Portugal. Fonte: Lusa. - Publicidade -. 0 5.;FOTOVOLTAICA & SHELL;fotovoltaica em, central fotovoltaica, fotovoltaica, abrantes custa;energia;Neutro;1,6;energia - 2024-06-01
148;Esta inovadora torre de <b>energia</b> eólica e solar gera 234.154 kWh por ano - Engenharia é;https://www.google.com/url?rct=j&sa=t&url=https://engenhariae.com.br/energia/esta-inovadora-torre-de-energia-eolica-e-solar-gera-234-154-kwh-por-ano&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0R7e-dlKR1VfXyKi8Sghbe;2024-06-01;A combinação de <b>energia</b> solar e eólica surge como uma solução eficaz para reduzir as emissões provenientes dos combustíveis fósseis.;FOTOVOLTAICA & SHELL;eólica solar, energia eólica, kwh por, solar gera;energia;Neutro;1,6;energia - 2024-06-01
149;Corrida de carros a <b>energia</b> solar em Rio Maior - O Mirante;https://www.google.com/url?rct=j&sa=t&url=https://omirante.pt/cultura-e-lazer/2024-06-01-corrida-de-carros-a-energia-solar-em-rio-maior-4c9587f3&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0JIkRHyRkZW-qpulU3esTA;2024-06-01;A Escola Profissional de Rio Maior promove este domingo, 2 de Junho, na cidade, a nona grande corrida de carros movidos a <b>energia</b> solar.;FOTOVOLTAICA & SHELL;rio maior, carros energia, corrida carros, em rio;energia;Neutro;1,6;energia - 2024-06-01
150;As suas próximas roupas podem ser feitas de fibras inteligentes alimentadas a <b>energia</b> solar;https://www.google.com/url?rct=j&sa=t&url=https://zap.aeiou.pt/roupas-podem-ser-feitas-de-fibras-inteligentes-alimentadas-a-energia-solar-604140&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1rLghlYZILclxUx9Of-rc0;2024-06-01;"Investigadores da Universidade Johns Hopkins, nos EUA, criaram uma nova técnica de desenvolvimento de fibras alimentadas por baterias ou <b>energia</b>&nbsp;...";FOTOVOLTAICA & SHELL;energia solar, feitas fibras, solar, fibras inteligentes;energia;Neutro;1,6;energia - 2024-06-01
151;Mulher fica ferida após carro capotar e cair em grota de 6 metros em Curvelo - Sete Lagoas;https://www.google.com/url?rct=j&sa=t&url=https://setelagoas.com.br/noticias/regiao/210019-mulher-fica-ferida-apos-carro-capotar-e-cair-em-grota-de-6-metros-em-curvelo&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1wrBAtfo3WOCII9oVxr3jA;2024-06-01;"... <b>ANTT</b> aprova edital para <b>concessão</b> de trecho da BR-040 entre BH e Goiás &middot; <b>ANTT</b>&nbsp;...";ANTT & CONCESSÃO;curvelo sete, carro capotar, sete lagoas, após carro;Outro tema;Neutro;1,6;Outro tema - 2024-06-01
152;Rodão: Seminário internacional deu a conhecer tesouro de arte rupestre submerso no <b>Vale</b> do Tejo;https://www.google.com/url?rct=j&sa=t&url=https://www.diariodigitalcastelobranco.pt/noticia/65865/rodyo-seminyario-internacional-deu-a-conhecer-tesouro-de-arte-rupestre-submerso-no-vale-do-tejo&ct=ga&cd=CAIyHTA5ZWY3ZTUwYWM5Y2I4MDM6Y29tLmJyOnB0OkJS&usg=AOvVaw1Wro2mza8Id3r0UmocWfYu;2024-06-01;"... <b>vale</b> do Tejo, antes da sua submersão devido à construção da <b>barragem</b> do Fratel. Lamentando que o enclausuramento destas gravuras pelo Estado Novo&nbsp;...";VALE & DESCOMISSIONAMENTO;tesouro arte, arte rupestre, rupestre submerso, arte;mineração;Neutro;1,2;mineração - 2024-06-01
153;Rodão: Seminário internacional deu a conhecer tesouro de arte rupestre submerso no <b>Vale</b> do Tejo;https://www.google.com/url?rct=j&sa=t&url=https://www.diariodigitalcastelobranco.pt/noticia/65865/rodyo-seminyario-internacional-deu-a-conhecer-tesouro-de-arte-rupestre-submerso-no-vale-do-tejo&ct=ga&cd=CAIyHTA5ZWY3ZTUwYWM5Y2I4MDM6Y29tLmJyOnB0OkJS&usg=AOvVaw1Wro2mza8Id3r0UmocWfYu;2024-06-01;"... <b>vale</b> do Tejo, antes da sua submersão devido à construção da <b>barragem</b> do Fratel. Lamentando que o enclausuramento destas gravuras pelo Estado Novo&nbsp;...";VALE & BARRAGEM;tesouro arte, arte rupestre, rupestre submerso, arte;mineração;Neutro;1,2;mineração - 2024-06-01
154;Ituverava amanhece com mínima de 3,2ºC e sensação próxima de 0ºC: 'frio cortante', diz moradora;https://www.google.com/url?rct=j&sa=t&url=https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2024/05/31/ituverava-na-regiao-de-ribeirao-preto-amanhece-com-minima-de-32oc-e-sensacao-proxima-de-0oc.ghtml&ct=ga&cd=CAIyHTU3NjljNjJjOGJjMTViOGY6Y29tLmJyOnB0OkJS&usg=AOvVaw2SiVlOmhVbOExCl_OrW6_k;2024-06-01;"O recorde em 2024 resultou, de acordo com o instituto, em 0,9ºC de sensação <b>térmica</b>, ou seja, a diferença entre o que o aparelho de medição&nbsp;...";TÉRMICA & GE;frio cortante, 0ºc frio, 2ºc sensação, cortante diz;Outro tema;Neutro;1,2;Outro tema - 2024-06-01
155;Trem intercidades: São Paulo e Santos poderão ser conectadas por nova <b>ferrovia</b>;https://www.google.com/url?rct=j&sa=t&url=https://www.gazetasp.com.br/estado/trem-intercidades-sao-paulo-e-santos-poderao-ser-conectadas/1138298/&ct=ga&cd=CAIyHTQxZTU5YTBkNzViYjc5YzY6Y29tLmJyOnB0OkJS&usg=AOvVaw3cQuifka-svEIYWA6x7hlz;2024-06-01;"... <b>obras</b>. Segundo uma nota do governo estadual, o projeto do Trem Intercidades TIC Eixo Sul é estimado em torno de R$ 15 bilhões e entrou na etapa de&nbsp;...";FERROVIA & OBRAS;são paulo, intercidades são, santos poderão, poderão ser;mineração;Neutro;1,2;mineração - 2024-06-01
156;<b>Aeroporto</b> de Manaus terá voo direto para Miami a partir de junho - Portal do Holanda;https://www.google.com/url?rct=j&sa=t&url=https://www.portaldoholanda.com.br/amazonas/aeroporto-de-manaus-tera-voo-direto-para-miami-partir-de-junho&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw08sxjZe-vAUbliDcpRZo4w;2024-06-01;"De acordo com a Manaus Airport, integrante da Concessionária dos <b>Aeroportos</b> da Amazônia, Miami está entre os destinos internacionais consagrados&nbsp;...";AEROPORTO & CONCESSÃO ;aeroporto manaus, para miami, aeroporto, miami partir;transporte;Neutro;1,2;transporte - 2024-06-01
157;<b>Aeroportos</b> de Tabatinga e Tefé, no Amazonas, terão balizamento noturno alimentado por ...;https://www.google.com/url?rct=j&sa=t&url=https://aeroin.net/aeroportos-de-tabatinga-e-tefe-no-amazonas-terao-balizamento-noturno-alimentado-por-energia-solar/&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw0MAK7CFZC8HuvRyqK3OKiY;2024-06-01;"De acordo com a Concessionária, o novo sistema de balizamento noturno substituirá o sistema convencional atual em toda a área de movimentação de&nbsp;...";AEROPORTO & CONCESSÃO ;aeroportos tabatinga, tabatinga tefé, tefé amazonas, amazonas terão;transporte;Neutro;1,2;transporte - 2024-06-01
158;BNDES e Vale poderão aportar até R$ 500 milhões em fundo para mineração;https://www.google.com/url?rct=j&sa=t&url=https://itabiraonline.com.br/2024/05/31/bndes-e-vale-poderao-aportar-ate-r-500-milhoes-em-fundo-para-mineracao/&ct=ga&cd=CAIyHTEzNWU1Y2VhMzM1MTIxMGQ6Y29tLmJyOnB0OkJS&usg=AOvVaw0mksZ-6AWSBz_vVtBRtJw0;2024-06-01;"O <b>investimento</b> em projetos de pesquisa mineral, desenvolvimento de mina ou implantação de empreendimentos de produção de minerais críticos ou&nbsp;...";MINÉRIO DE FERRO & INVESTIMENTO;para mineração, vale poderão, mineração, poderão aportar;mineração;Neutro;1,2;mineração - 2024-06-01
159;Ibovespa hoje: índice recua e caminha para fechar maio no menor nível do ano;https://www.google.com/url?rct=j&sa=t&url=https://einvestidor.estadao.com.br/ultimas/ibovespa-hoje-queda-caminha-para-fechar-maio-menor-nivel-ano/&ct=ga&cd=CAIyHTEzNWU1Y2VhMzM1MTIxMGQ6Y29tLmJyOnB0OkJS&usg=AOvVaw2P_7oSuaAmxmyCcOQSmjMn;2024-06-01;"... <b>minério de ferro</b> encerrar em queda de 1,7% na ... Dessa maneira, qualquer <b>investimento</b> do tipo ... Confira também dicas de <b>investimentos</b> e educação&nbsp;...";MINÉRIO DE FERRO & INVESTIMENTO;ibovespa hoje, fechar maio, hoje índice, nível ano;mineração;Neutro;1,2;mineração - 2024-06-01
160;<b>Obra</b> bilionária da maior ponte sobre a água na América Latina preocupa governos;https://www.google.com/url?rct=j&sa=t&url=https://www.gazetadopovo.com.br/brasil/obra-bilionaria-maior-ponte-lamina-dagua-america-latina-preocupa-governos/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw1OjkD0L-4U13-Ev9TV2jH2;2024-06-01;"O consórcio informou à Gazeta do Povo que as <b>obras</b> físicas devem começar no início de 2025, mas que questões importantes para a montagem da estrutura&nbsp;...";CONSTRUÇÃO & OBRA;latina preocupa, américa latina, preocupa governos, latina;construção;Neutro;1,2;construção - 2024-06-01
161;DER conclui <b>obras</b> da galeria de macrodrenagem na BR-343 - Cidadeverde.com;https://www.google.com/url?rct=j&sa=t&url=https://cidadeverde.com/noticias/414415/der-conclui-obras-da-galeria-de-macrodrenagem-na-br-343&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw0-1DWccXO3XpEkcmPY_Sfv;2024-06-01;"Foto: Ascom DER Finalizada as <b>obras</b> de implantação da galeria de macrodrenagem na margem esquerda da BR-343, em Teresina. O projeto de drenagem&nbsp;...";CONSTRUÇÃO & OBRA;galeria macrodrenagem, cidadeverde com, conclui obras, macrodrenagem na;construção;Neutro;1,2;construção - 2024-06-01
162;Há 15 anos Cuiabá celebrava escolha para ser sede da Copa e amarga <b>obras</b> inacabadas;https://www.google.com/url?rct=j&sa=t&url=https://www.gazetadigital.com.br/editorias/cidades/h-15-anos-cuiab-celebrava-escolha-para-ser-sede-da-copa-e-amarga-obras-inacabadas/773006&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw2tMWBUshOLXKEPbO85tU39;2024-06-01;"De lá para cá, diversas <b>obras</b> foram prometidas e não concluídas. Houve a demolição do antigo Verdão para a <b>construção</b> da Arena Pantanal, entregue sem&nbsp;...";CONSTRUÇÃO & OBRA;obras inacabadas, celebrava escolha, cuiabá celebrava, copa amarga;construção;Neutro;1,2;construção - 2024-06-01
163;A <b>mineração</b> subterrânea poderia ser descarbonizada mais facilmente do que a ... - BNamericas;https://www.google.com/url?rct=j&sa=t&url=https://www.bnamericas.com/pt/noticias/a-mineracao-subterranea-poderia-ser-descarbonizada-mais-facilmente-do-que-a-mineracao-a-ceu-aberto&ct=ga&cd=CAIyHWViN2M0ZDBmNzMxODQxMDQ6Y29tLmJyOnB0OkJS&usg=AOvVaw3fcV2FMNshGJnSiON-PKhX;2024-06-01;"Bear Creek iniciará <b>obras</b> preliminares no projeto peruano Corani até o final do ano. A <b>mineradora</b> canadense planejava iniciar as <b>obras</b> na futura mina&nbsp;...";Mineração & Obra;mineração subterrânea, que bnamericas, descarbonizada mais, ser descarbonizada;mineração;Neutro;1,2;mineração - 2024-06-01
164;Barcos em área restrita da baía afetaram em média um voo por dia no Santos Dumont;https://www.google.com/url?rct=j&sa=t&url=https://oglobo.globo.com/rio/noticia/2024/06/01/barcos-em-area-restrita-da-baia-afetaram-em-media-um-voo-por-dia-no-santos-dumont.ghtml&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw3LRXHk6vrhZjjr4qZsErzt;2024-06-01;"Ainda em fase de elaboração de projetos, estão previstas para o segundo semestre deste ano as <b>obras</b> de adequação do balizamento noturno do <b>aeroporto</b>,&nbsp;...";AEROPORTO & OBRAS;santos dumont, um voo, média um, em média;construção;Neutro;1,2;construção - 2024-06-01
165;Divinópolis voltará a ter voos diretos para Viracopos e Confins - Viu Itaúna;https://www.google.com/url?rct=j&sa=t&url=https://viuitauna.com.br/2024/06/01/divinopolis-voltara-a-ter-voos-diretos-para-viracopos-e-confins/&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw3fOGGXtuG2yYTg25tiv7bX;2024-06-01;"... <b>obras</b> necessárias para a modernização do <b>Aeroporto</b> Brigadeiro Cabral. “A abertura vai impactar positivamente no desenvolvimento não só de&nbsp;...";AEROPORTO & OBRAS;divinópolis voltará, para viracopos, voltará ter, voltará;construção;Neutro;1,2;construção - 2024-06-01
166;PJ apanha burlão em fuga das autoridades alemãs no <b>Aeroporto</b> de Lisboa - CMTV;https://www.google.com/url?rct=j&sa=t&url=https://www.cm-tv.pt/atualidade/amp/20240601-1401-pj-apanha-burlao-em-fuga-das-autoridades-alemas-no-aeroporto-de-lisboa&ct=ga&cd=CAIyHTQ0OGVkM2E3Y2UzYTM2MzU6Y29tLmJyOnB0OkJS&usg=AOvVaw2Uy0WTr1QjX1zmgTK1e6vS;2024-06-01;"Entre 2015 e 2018, o suspeito, enquanto consultor e corretor de <b>investimentos</b>, celebrou diversos contratos de corretagem, levando os lesados a&nbsp;...";AEROPORTO & INVESTIMENTO;aeroporto lisboa, lisboa cmtv, alemãs aeroporto, aeroporto;Outro tema;Neutro;1,2;Outro tema - 2024-06-01
167;A SOLARX POWER VAI ABRIR UM CENTRO DE TREINAMENTO PARA ... - Petronotícias;https://www.google.com/url?rct=j&sa=t&url=https://petronoticias.com.br/a-solarx-power-vai-abrir-um-centro-de-treinamento-para-armazenamento-de-energia-renovavel-em-uberlandia/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw3ToNbWGbi8t514miKwnvnq;2024-06-01;"... <b>energia</b> solar. As atividades do Centro de Treinamento, que funcionará em Uberlândia (MG), terão início no segundo semestre desse ano. O local, que&nbsp;...";ENERGIA & FOTOVOLTAICA;solarx power, power vai, solarx, vai;energia;Neutro;1,2;energia - 2024-06-01
168;Recinto da feira vai ser coberto com painéis solares - Mais Guimarães;https://www.google.com/url?rct=j&sa=t&url=https://maisguimaraes.pt/recinto-da-feira-vai-ser-coberto-com-paineis-solares/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw312zQp0Omx22W7NdtLUxDW;2024-06-01;"... <b>energia</b> limpa. O Município acredita que é possível atrair para este tipo de projetos empresas privadas que estejam dispostas a fazer o&nbsp;...";ENERGIA & FOTOVOLTAICA;solares mais, mais guimarães, painéis solares, solares;energia;Neutro;1,2;energia - 2024-06-01
169;A SOLARX POWER VAI ABRIR UM CENTRO DE TREINAMENTO PARA ... - Petronotícias;https://www.google.com/url?rct=j&sa=t&url=https://petronoticias.com.br/a-solarx-power-vai-abrir-um-centro-de-treinamento-para-armazenamento-de-energia-renovavel-em-uberlandia/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw3ToNbWGbi8t514miKwnvnq;2024-06-01;"... <b>energia</b> solar. As atividades do Centro de Treinamento, que funcionará em Uberlândia (MG), terão início no segundo semestre desse ano. O local, que&nbsp;...";FOTOVOLTAICA & SHELL;solarx power, power vai, solarx, vai;energia;Neutro;1,2;energia - 2024-06-01
170;Recinto da feira vai ser coberto com painéis solares - Mais Guimarães;https://www.google.com/url?rct=j&sa=t&url=https://maisguimaraes.pt/recinto-da-feira-vai-ser-coberto-com-paineis-solares/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw312zQp0Omx22W7NdtLUxDW;2024-06-01;"... <b>energia</b> limpa. O Município acredita que é possível atrair para este tipo de projetos empresas privadas que estejam dispostas a fazer o&nbsp;...";FOTOVOLTAICA & SHELL;solares mais, mais guimarães, painéis solares, solares;energia;Neutro;1,2;energia - 2024-06-01
171;Ieda Chaves destina emenda para obra de galeria de água pluvial na Associação São Tiago Maior;https://www.google.com/url?rct=j&sa=t&url=https://www.extraderondonia.com.br/2024/05/31/ieda-chaves-destina-emenda-para-obra-de-galeria-de-agua-pluvial-na-associacao-sao-tiago-maior/&ct=ga&cd=CAIyHTM3Y2YzZmY1YTFiMGMwNGI6Y29tLmJyOnB0OkJS&usg=AOvVaw3-9pzesP5RZ_e89EGqs28J;2024-06-01;"O <b>investimento</b>, reafirmado nesta quarta-feira (29), em modesta cerimônia, foi usado na construção de uma galeria de água pluvial, considerado um&nbsp;...";INVESTIMENTO & IGUÁ;água pluvial, pluvial na, pluvial, galeria água;construção;Neutro;1,2;construção - 2024-06-01
172;Depois de fechar siderúrgica em Barão de Cocais, Gerdau anuncia <b>investimentos</b>;https://www.google.com/url?rct=j&sa=t&url=https://www.diariodoaco.com.br/noticia/0116056-depois-de-fechar-siderurgica-em-barao-de-cocais-gerdau-anuncia-investimentos&ct=ga&cd=CAIyHWJlYmIzNzUwMGVmZDMyODA6Y29tLmJyOnB0OkJS&usg=AOvVaw3fGmh_VNrc9Qic5WddjCSJ;2024-06-01;"A usina tinha 101 anos de fundação e é considerada uma das primeiras de Minas Gerais. A capacidade instalada é de 330 mil toneladas de aço por ano, em&nbsp;...";Mineração & Investimento;cocais gerdau, barão cocais, anuncia investimentos, fechar siderúrgica;mineração;Neutro;1;mineração - 2024-06-01
173;Governo Zema: conquistas de um governo liberal em Minas Gerais - Boletim da Liberdade;https://www.google.com/url?rct=j&sa=t&url=https://www.boletimdaliberdade.com.br/2024/05/31/governo-zema-conquistas-de-um-governo-liberal-em-minas-gerais/&ct=ga&cd=CAIyHTY2YmJkODdhZWYxZDhhOWM6Y29tLmJyOnB0OkJS&usg=AOvVaw1aPIUQRjIjVRClyQZARS11;2024-06-01;"A participação de Minas no PIB <b>brasileiro</b> ... Esta onda de investimentos gerou um impacto direto no <b>mercado</b> ... Esse é um indicativo claro de um <b>mercado</b>&nbsp;...";Mineração & Mercado Brasileiro;minas gerais, gerais, governo zema, gerais boletim;Outro tema;Neutro;1;Outro tema - 2024-06-01
